@id,@type,title,description,keyword[?sep=;],inTierLevel,documentation,distribution.accessURL,distribution.downloadURL,implementsModel,hasAPI,hasGUI,accessRights,rightsHolder,license,creator,releaseDate,priorRelease,version,curator,chemicalClass[?sep=;],isSubmoduleOf
pink:e2078536-1427-4d94-88dc-766215ea9abb,ssbd:Software,"MultiCASE CASE Ultra commercial model RC2_AF4 for Rodent carcinogenicity in female mouse in vivo, Danish QSAR Group at DTU Food","Commercial model trained on curated rodent carcinogenicity data from FDA and literature sources.",chemicals;structural fragments;mice;female;in vivo;carcinogenicity;QSAR;stepwise regression,ssbd:tierlevel1,https://drive.google.com/file/d/1UfVlkwcNl9NiI3T1g9D463njkqScE5Gr/view,https://app.jaqpot.org/dashboard/models/1837/predict,,ssbd:StepwiseRegressionModel,True,True,http://publications.europa.eu/resource/authority/access-right/PUBLIC,,https://qsartoolbox.org/license-agreement/,,2026-01-15T00:00:00,,,https://orcid.org/0000-0002-0628-8434,emmo:OrganicCompound;ssbd:MicroMolecule,
