@id,title,description,documentation,distribution.accessURL,distribution.downloadURL,implementsModel,hasAPI,hasGUI,accessRights,rightsHolder,license,creator,releaseDate,priorRelease,version,curator,curator,chemicalClass,chemicalClass,chemicalClass,chemicalClass,chemicalClass,chemicalClass,chemicalClass,chemicalClass,chemicalClass,chemicalClass,chemicalClass,chemicalClass,chemicalClass,chemicalClass,chemicalClass,chemicalClass,chemicalClass,chemicalClass,chemicalClass,chemicalClass,chemicalClass,chemicalClass,@type
pink:GeneTox_detail,GeneTox_detail,Multiple results from GeneTox,https://healthdata.gov/NIH/GENE-TOX-Genetic-Toxicology-Data-Bank-/mg75-uw2s/about_data,https://comptox.epa.gov/ctx-api/docs/hazard.html,,,Yes,Yes,rights:PUBLIC,,,,,,,https://orcid.org/0000-0002-0628-8434,,,,,,,,,,,,,,,,,,,,,,,,https://w3id.org/pink#Software
